Folio,record_type,tipo,ramo,reinsurer,participation,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos ,interes_asegurable,limite_max_res ,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducible_General ,deducible_Robo ,deducible_Terremoto ,deducible_Electricos ,deducible_Ingresos ,prima_neta ,soporte,base_cobertura,territorialidad,jurisdiccion,dias_pago,anexos_clausulas,texto_clausulas,panel_participantes,moneda
NC/000007/2022/2023,Pre-nota de Cobertura,Reaseguro Facultativo,Líneas Financieras,"Venus, Saturn, Andromeda",100,Consorcio de Seguros México,Operadora Marina de México,"San Luis Potosí, San Luis Potosí",07/03/22 0:00,07/03/23 0:00,Servicios financieros,8849494,Daños materiales y pérdidas por cualquier causa,320945048,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",27989,61104,27492,26572,96569,9196526,100,Claims Made,México,Leyes mexicanas,46,"NMA 2737, Endorsement 9101, LMA 3100A, LMA 3092, LMA 3105, NMA 2738, NMA 2800, LMA 6000A, NMA 464, Endorsement 1234, LMA 3110, NMA 2705, NMA 2962, LMA 3200, Endorsement 5678, NMA 3001","Cooperacion de reclamos, Cláusula Complementaria; Limitación de Sanciones; Control de Reclamos; Ampliación de Cobertura Y; Control de Pérdidas; Control de Daños; Gastos de Defensa Incluidos; Exclusión de Daños por Agua; Exclusión de Guerra y Guerra Civil; Cobertura Adicional X; Acción Razonable; Prevención de Robo; Cobertura Extendida; All Risks; Protección Legal","Venus 0%, Saturn 30%, Andromeda 70%",MXN
NC/000007/2022/2023,Soporte,Reaseguro Facultativo,Líneas Financieras,Venus,0,Consorcio de Seguros México,Operadora Marina de México,"San Luis Potosí, San Luis Potosí",07/03/22 0:00,07/03/23 0:00,Servicios financieros,8849494,Daños materiales y pérdidas por cualquier causa,320945048,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",27989,61104,27492,26572,96569, $-   ,0,Claims Made,México,Leyes mexicanas,57,"NMA 2737, Endorsement 9101, LMA 3100A, LMA 3092, LMA 3105, NMA 2738, NMA 2800, LMA 6000A, NMA 464, Endorsement 1234, LMA 3110, NMA 2705, NMA 2962, LMA 3200, Endorsement 5678, NMA 3001","Cooperacion de reclamos, Cláusula Complementaria; Limitación de Sanciones; Control de Reclamos; Ampliación de Cobertura Y; Control de Pérdidas; Control de Daños; Gastos de Defensa Incluidos; Exclusión de Daños por Agua; Exclusión de Guerra y Guerra Civil; Cobertura Adicional X; Acción Razonable; Prevención de Robo; Cobertura Extendida; All Risks; Protección Legal","Venus 0%, Saturn 30%, Andromeda 70%",MXN
NC/000007/2022/2023,Soporte,Reaseguro Facultativo,Líneas Financieras,Saturn,30,Consorcio de Seguros México,Operadora Marina de México,"San Luis Potosí, San Luis Potosí",07/03/22 0:00,07/03/23 0:00,Servicios financieros,8849494,Daños materiales y pérdidas por cualquier causa,320945048,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",27989,61104,27492,26572,96569,2758958,30,Claims Made,México,Leyes mexicanas,56,"NMA 2737, Endorsement 9101, LMA 3100A, LMA 3092, LMA 3105, NMA 2738, NMA 2800, LMA 6000A, NMA 464, Endorsement 1234, LMA 3110, NMA 2705, NMA 2962, LMA 3200, Endorsement 5678, NMA 3001","Cooperacion de reclamos, Cláusula Complementaria; Limitación de Sanciones; Control de Reclamos; Ampliación de Cobertura Y; Control de Pérdidas; Control de Daños; Gastos de Defensa Incluidos; Exclusión de Daños por Agua; Exclusión de Guerra y Guerra Civil; Cobertura Adicional X; Acción Razonable; Prevención de Robo; Cobertura Extendida; All Risks; Protección Legal","Venus 0%, Saturn 30%, Andromeda 70%",MXN
NC/000007/2022/2023,Soporte,Reaseguro Facultativo,Líneas Financieras,Andromeda,70,Consorcio de Seguros México,Operadora Marina de México,"San Luis Potosí, San Luis Potosí",07/03/22 0:00,07/03/23 0:00,Servicios financieros,8849494,Daños materiales y pérdidas por cualquier causa,320945048,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",27989,61104,27492,26572,96569,6437568,70,Claims Made,México,Leyes mexicanas,53,"NMA 2737, Endorsement 9101, LMA 3100A, LMA 3092, LMA 3105, NMA 2738, NMA 2800, LMA 6000A, NMA 464, Endorsement 1234, LMA 3110, NMA 2705, NMA 2962, LMA 3200, Endorsement 5678, NMA 3001","Cooperacion de reclamos, Cláusula Complementaria; Limitación de Sanciones; Control de Reclamos; Ampliación de Cobertura Y; Control de Pérdidas; Control de Daños; Gastos de Defensa Incluidos; Exclusión de Daños por Agua; Exclusión de Guerra y Guerra Civil; Cobertura Adicional X; Acción Razonable; Prevención de Robo; Cobertura Extendida; All Risks; Protección Legal","Venus 0%, Saturn 30%, Andromeda 70%",MXN
NC/000008/2017/2018,Pre-nota de Cobertura,Reaseguro Facultativo,Property,Pluto,100,Grupo Financiero Unión,"Transporte Global, S.A.","Mérida, Yucatán",21/11/17 0:00,21/11/18 0:00,Propiedad inmobiliaria,43436584,Daños materiales y pérdidas por cualquier causa,413654174,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",21220,80068,93792,33104,29602,1317071,100,Ocurrencia,México,Leyes mexicanas,30,"NMA 2737, LMA 3105, Endorsement 1234, NMA 2738, NMA 2705","Cooperacion de reclamos, Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Control de Pérdidas; Acción Razonable",Pluto 100%,MXN
NC/000008/2017/2018,Soporte,Reaseguro Facultativo,Property,Pluto,100,Grupo Financiero Unión,"Transporte Global, S.A.","Mérida, Yucatán",21/11/17 0:00,21/11/18 0:00,Propiedad inmobiliaria,43436584,Daños materiales y pérdidas por cualquier causa,413654174,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",21220,80068,93792,33104,29602,1317071,100,Ocurrencia,México,Leyes mexicanas,48,"NMA 2737, LMA 3105, Endorsement 1234, NMA 2738, NMA 2705","Cooperacion de reclamos, Ampliación de Cobertura Y; Exclusión de Guerra y Guerra Civil; Control de Pérdidas; Acción Razonable",Pluto 100%,MXN
NC/000009/2017/2018,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Ambiental,"Aquarius, Orion, Scorpius",100,Consorcio de Seguros México,Servicios Financieros Unión,"Guadalajara, Jalisco",04/05/17 0:00,04/05/18 0:00,Gestión medioambiental,75252420,Daños materiales y pérdidas por cualquier causa,93455461,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",56930,99276,47607,64942,46685,4669244,100,Claims Made,México,Leyes mexicanas,22,"NMA 2737, LMA 3105, NMA 2800, LMA 3092, NMA 2738, LMA 6000A, NMA 3001","Cooperacion de reclamos, Ampliación de Cobertura Y; Control de Daños; Control de Reclamos; Control de Pérdidas; Gastos de Defensa Incluidos; Protección Legal","Aquarius 42%, Orion 35%, Scorpius 23%",USD
NC/000009/2017/2018,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Aquarius,42,Consorcio de Seguros México,Servicios Financieros Unión,"Guadalajara, Jalisco",04/05/17 0:00,04/05/18 0:00,Gestión medioambiental,75252420,Daños materiales y pérdidas por cualquier causa,93455461,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",56930,99276,47607,64942,46685,1961082,42,Claims Made,México,Leyes mexicanas,20,"NMA 2737, LMA 3105, NMA 2800, LMA 3092, NMA 2738, LMA 6000A, NMA 3001","Cooperacion de reclamos, Ampliación de Cobertura Y; Control de Daños; Control de Reclamos; Control de Pérdidas; Gastos de Defensa Incluidos; Protección Legal","Aquarius 42%, Orion 35%, Scorpius 23%",USD
NC/000009/2017/2018,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Orion,35,Consorcio de Seguros México,Servicios Financieros Unión,"Guadalajara, Jalisco",04/05/17 0:00,04/05/18 0:00,Gestión medioambiental,75252420,Daños materiales y pérdidas por cualquier causa,93455461,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",56930,99276,47607,64942,46685,1634235,35,Claims Made,México,Leyes mexicanas,41,"NMA 2737, LMA 3105, NMA 2800, LMA 3092, NMA 2738, LMA 6000A, NMA 3001","Cooperacion de reclamos, Ampliación de Cobertura Y; Control de Daños; Control de Reclamos; Control de Pérdidas; Gastos de Defensa Incluidos; Protección Legal","Aquarius 42%, Orion 35%, Scorpius 23%",USD
NC/000009/2017/2018,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Scorpius,23,Consorcio de Seguros México,Servicios Financieros Unión,"Guadalajara, Jalisco",04/05/17 0:00,04/05/18 0:00,Gestión medioambiental,75252420,Daños materiales y pérdidas por cualquier causa,93455461,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",56930,99276,47607,64942,46685,1073926,23,Claims Made,México,Leyes mexicanas,28,"NMA 2737, LMA 3105, NMA 2800, LMA 3092, NMA 2738, LMA 6000A, NMA 3001","Cooperacion de reclamos, Ampliación de Cobertura Y; Control de Daños; Control de Reclamos; Control de Pérdidas; Gastos de Defensa Incluidos; Protección Legal","Aquarius 42%, Orion 35%, Scorpius 23%",USD
NC/000010/2016/2017,Pre-nota de Cobertura,Reaseguro Facultativo,Diversos,"Pluto, Saturn",100,Fideicomiso GDL,"Servicios Integrales del Valle, S.A. de C.V.","Guadalajara, Jalisco",05/12/16 0:00,05/12/17 0:00,Diversas actividades,50555330,Daños materiales y pérdidas por cualquier causa,322732442,Múltiples siniestros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",39410,76333,36704,25482,60404,9369832,100,Claims Made,México,Leyes mexicanas,31,"NMA 2737, NMA 2800, LMA 3092, Endorsement 1234, NMA 2705, LMA 6000A, NMA 464, NMA 2738, NMA 2962, NMA 3001, Endorsement 5678, LMA 3200, Endorsement 9101, LMA 3105, LMA 3100A","Cooperacion de reclamos, Control de Daños; Control de Reclamos; Exclusión de Guerra y Guerra Civil; Acción Razonable; Gastos de Defensa Incluidos; Exclusión de Daños por Agua; Control de Pérdidas; Prevención de Robo; Protección Legal; All Risks; Cobertura Extendida; Cláusula Complementaria; Ampliación de Cobertura Y; Limitación de Sanciones","Pluto 57%, Saturn 43%",MXN
NC/000010/2016/2017,Soporte,Reaseguro Facultativo,Diversos,Pluto,57,Fideicomiso GDL,"Servicios Integrales del Valle, S.A. de C.V.","Guadalajara, Jalisco",05/12/16 0:00,05/12/17 0:00,Diversas actividades,50555330,Daños materiales y pérdidas por cualquier causa,322732442,Múltiples siniestros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",39410,76333,36704,25482,60404,5340804,57,Claims Made,México,Leyes mexicanas,46,"NMA 2737, NMA 2800, LMA 3092, Endorsement 1234, NMA 2705, LMA 6000A, NMA 464, NMA 2738, NMA 2962, NMA 3001, Endorsement 5678, LMA 3200, Endorsement 9101, LMA 3105, LMA 3100A","Cooperacion de reclamos, Control de Daños; Control de Reclamos; Exclusión de Guerra y Guerra Civil; Acción Razonable; Gastos de Defensa Incluidos; Exclusión de Daños por Agua; Control de Pérdidas; Prevención de Robo; Protección Legal; All Risks; Cobertura Extendida; Cláusula Complementaria; Ampliación de Cobertura Y; Limitación de Sanciones","Pluto 57%, Saturn 43%",MXN
NC/000010/2016/2017,Soporte,Reaseguro Facultativo,Diversos,Saturn,43,Fideicomiso GDL,"Servicios Integrales del Valle, S.A. de C.V.","Guadalajara, Jalisco",05/12/16 0:00,05/12/17 0:00,Diversas actividades,50555330,Daños materiales y pérdidas por cualquier causa,322732442,Múltiples siniestros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",39410,76333,36704,25482,60404,4029028,43,Claims Made,México,Leyes mexicanas,21,"NMA 2737, NMA 2800, LMA 3092, Endorsement 1234, NMA 2705, LMA 6000A, NMA 464, NMA 2738, NMA 2962, NMA 3001, Endorsement 5678, LMA 3200, Endorsement 9101, LMA 3105, LMA 3100A","Cooperacion de reclamos, Control de Daños; Control de Reclamos; Exclusión de Guerra y Guerra Civil; Acción Razonable; Gastos de Defensa Incluidos; Exclusión de Daños por Agua; Control de Pérdidas; Prevención de Robo; Protección Legal; All Risks; Cobertura Extendida; Cláusula Complementaria; Ampliación de Cobertura Y; Limitación de Sanciones","Pluto 57%, Saturn 43%",MXN
NC/000011/2019/2020,Pre-nota de Cobertura,Reaseguro Facultativo,Diversos,Lyra,100,Aseguradora del Norte,Servicios Financieros Unión,"Puebla, Puebla",26/03/19 0:00,25/03/20 0:00,Diversas actividades,52343880,Daños materiales y pérdidas por cualquier causa,478240978,Múltiples siniestros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",81694,49154,46158,80332,65830,749691,100,Claims Made,México,Leyes mexicanas,27,"NMA 2737, NMA 2705, LMA 3105, LMA 3092, LMA 6000A, NMA 2800, NMA 3001, Endorsement 1234, Endorsement 5678, LMA 3200, NMA 2962, LMA 3100A, LMA 3110, NMA 464, NMA 2738, Endorsement 9101","Cooperacion de reclamos, Acción Razonable; Ampliación de Cobertura Y; Control de Reclamos; Gastos de Defensa Incluidos; Control de Daños; Protección Legal; Exclusión de Guerra y Guerra Civil; All Risks; Cobertura Extendida; Prevención de Robo; Limitación de Sanciones; Cobertura Adicional X; Exclusión de Daños por Agua; Control de Pérdidas; Cláusula Complementaria",Lyra 100%,USD
NC/000011/2019/2020,Soporte,Reaseguro Facultativo,Diversos,Lyra,100,Aseguradora del Norte,Servicios Financieros Unión,"Puebla, Puebla",26/03/19 0:00,25/03/20 0:00,Diversas actividades,52343880,Daños materiales y pérdidas por cualquier causa,478240978,Múltiples siniestros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",81694,49154,46158,80332,65830,749691,100,Claims Made,México,Leyes mexicanas,36,"NMA 2737, NMA 2705, LMA 3105, LMA 3092, LMA 6000A, NMA 2800, NMA 3001, Endorsement 1234, Endorsement 5678, LMA 3200, NMA 2962, LMA 3100A, LMA 3110, NMA 464, NMA 2738, Endorsement 9101","Cooperacion de reclamos, Acción Razonable; Ampliación de Cobertura Y; Control de Reclamos; Gastos de Defensa Incluidos; Control de Daños; Protección Legal; Exclusión de Guerra y Guerra Civil; All Risks; Cobertura Extendida; Prevención de Robo; Limitación de Sanciones; Cobertura Adicional X; Exclusión de Daños por Agua; Control de Pérdidas; Cláusula Complementaria",Lyra 100%,USD
NC/000012/2021/2022,Pre-nota de Cobertura,Reaseguro Facultativo,Diversos,Pluto,100,Consorcio de Seguros México,Servicios Financieros Unión,"Tijuana, Baja California",17/10/21 0:00,17/10/22 0:00,Diversas actividades,78388337,Daños materiales y pérdidas por cualquier causa,112047765,Múltiples siniestros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",25817,77154,20221,88146,90575,4373534,100,Ocurrencia,México,Leyes mexicanas,27,"NMA 2737, LMA 6000A, Endorsement 1234, LMA 3200","Cooperacion de reclamos, Gastos de Defensa Incluidos; Exclusión de Guerra y Guerra Civil; Cobertura Extendida",Pluto 100%,MXN
NC/000012/2021/2022,Soporte,Reaseguro Facultativo,Diversos,Pluto,100,Consorcio de Seguros México,Servicios Financieros Unión,"Tijuana, Baja California",17/10/21 0:00,17/10/22 0:00,Diversas actividades,78388337,Daños materiales y pérdidas por cualquier causa,112047765,Múltiples siniestros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",25817,77154,20221,88146,90575,4373534,100,Ocurrencia,México,Leyes mexicanas,39,"NMA 2737, LMA 6000A, Endorsement 1234, LMA 3200","Cooperacion de reclamos, Gastos de Defensa Incluidos; Exclusión de Guerra y Guerra Civil; Cobertura Extendida",Pluto 100%,MXN
NC/000013/2021/2022,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Ambiental,"Gemini, Cassiopeia",100,Grupo Financiero Unión,Corporación Turística México,"Mérida, Yucatán",24/11/21 0:00,24/11/22 0:00,Gestión medioambiental,83613013,Daños materiales y pérdidas por cualquier causa,315536059,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",73225,91819,20053,59829,57606,5149101,100,Ocurrencia,México,Leyes mexicanas,38,"NMA 2737, LMA 3200, LMA 6000A, Endorsement 1234, LMA 3110, NMA 464, NMA 2800, NMA 2705, LMA 3105, NMA 3001, NMA 2962, NMA 2738","Cooperacion de reclamos, Cobertura Extendida; Gastos de Defensa Incluidos; Exclusión de Guerra y Guerra Civil; Cobertura Adicional X; Exclusión de Daños por Agua; Control de Daños; Acción Razonable; Ampliación de Cobertura Y; Protección Legal; Prevención de Robo; Control de Pérdidas","Gemini 32%, Cassiopeia 68%",USD
NC/000013/2021/2022,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Gemini,32,Grupo Financiero Unión,Corporación Turística México,"Mérida, Yucatán",24/11/21 0:00,24/11/22 0:00,Gestión medioambiental,83613013,Daños materiales y pérdidas por cualquier causa,315536059,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",73225,91819,20053,59829,57606,1647712,32,Ocurrencia,México,Leyes mexicanas,52,"NMA 2737, LMA 3200, LMA 6000A, Endorsement 1234, LMA 3110, NMA 464, NMA 2800, NMA 2705, LMA 3105, NMA 3001, NMA 2962, NMA 2738","Cooperacion de reclamos, Cobertura Extendida; Gastos de Defensa Incluidos; Exclusión de Guerra y Guerra Civil; Cobertura Adicional X; Exclusión de Daños por Agua; Control de Daños; Acción Razonable; Ampliación de Cobertura Y; Protección Legal; Prevención de Robo; Control de Pérdidas","Gemini 32%, Cassiopeia 68%",USD
NC/000013/2021/2022,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Cassiopeia,68,Grupo Financiero Unión,Corporación Turística México,"Mérida, Yucatán",24/11/21 0:00,24/11/22 0:00,Gestión medioambiental,83613013,Daños materiales y pérdidas por cualquier causa,315536059,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",73225,91819,20053,59829,57606,3501389,68,Ocurrencia,México,Leyes mexicanas,60,"NMA 2737, LMA 3200, LMA 6000A, Endorsement 1234, LMA 3110, NMA 464, NMA 2800, NMA 2705, LMA 3105, NMA 3001, NMA 2962, NMA 2738","Cooperacion de reclamos, Cobertura Extendida; Gastos de Defensa Incluidos; Exclusión de Guerra y Guerra Civil; Cobertura Adicional X; Exclusión de Daños por Agua; Control de Daños; Acción Razonable; Ampliación de Cobertura Y; Protección Legal; Prevención de Robo; Control de Pérdidas","Gemini 32%, Cassiopeia 68%",USD
NC/000014/2018/2019,Pre-nota de Cobertura,Reaseguro Facultativo,Ramos Técnicos,"Earth, Leo",100,Grupo Financiero Unión,"Servicios Integrales del Valle, S.A. de C.V.",Ciudad de México,20/08/18 0:00,20/08/19 0:00,Ingeniería y construcción,10774839,Daños materiales y pérdidas por cualquier causa,254499692,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",95454,45485,70328,84799,72383,7053166,100,Ocurrencia,México,Leyes mexicanas,49,"NMA 2737, LMA 3092, NMA 2962, NMA 2800, NMA 2738, NMA 3001, NMA 2705, LMA 3100A, LMA 3110, LMA 3105, Endorsement 5678, NMA 464, LMA 6000A, Endorsement 1234","Cooperacion de reclamos, Control de Reclamos; Prevención de Robo; Control de Daños; Control de Pérdidas; Protección Legal; Acción Razonable; Limitación de Sanciones; Cobertura Adicional X; Ampliación de Cobertura Y; All Risks; Exclusión de Daños por Agua; Gastos de Defensa Incluidos; Exclusión de Guerra y Guerra Civil","Earth 43%, Leo 57%",USD
